contact.external_id,vendor.id
977086ed-27f6-4671-aa1a-00a48318e39d,b928d1df-5ee8-487c-b53a-762cdc7f21c8
993177ac-cbe2-461d-b755-e33838379db8,105b1f3e-6952-4d2e-a754-eff1865637c6
9d6bd685-7584-4ab9-935a-8e6eed8c98fb,7c68aac2-81d9-46b2-90b7-ab3c9e5d0a9f
9d7e3653-170d-426f-a25f-b1f4c7c1b26f,2a05620f-3ede-4674-8505-b459f688d2f5
9ef87f61-a698-4a3d-b548-6c63796ac43d,8d44c36d-d794-46ef-8476-0753241e94c1
9fbb6c00-67b8-40d6-9497-87dfa64bc155,a8cfcdb6-5a5f-4cd3-a324-1955ccebbd2a
a0e9941e-9807-4b39-aa20-bcc2acc25353,e4eb254d-4334-40af-a4e4-847939ddc922
a38e2000-e43c-4ec1-8be5-f62bbd2714e2,3a8b98b3-29cf-45e7-b241-e078cf1832e9
a4a40d9c-e81d-4c32-8f6e-a96d8a1bc550,10488b07-535b-49ef-a118-fcbf5698e07b
a541c519-09fa-46a9-b494-e3186962fe02,cffd4c74-4ae7-48ab-b849-b57236854ee0
a8747743-f263-4ce4-a097-8554e4dc150d,73233bd5-c80c-4330-8895-b8db4b5c8167
a9925930-bf7d-46aa-85ee-4be4aa09ac0e,b38d0ea0-11a6-409e-bb9d-e6c07c6ece1d
ab14a46a-8b59-498a-8c10-d59941ab5e2a,c0162ced-d225-4eab-95c8-af326360531d
ad768a54-bc96-4d28-9761-fd9561fb96ff,8d79305d-2aea-459e-9183-99a5a7d10f72
ae601138-d054-4e13-8bac-d059a3247af6,25a85e8d-0721-4f0f-8c7b-5d81c9bfc642
b03bc702-872d-497f-b81b-fbcfce81683e,8fe4159b-4b8d-4a08-8521-58fb2c8a86ee
b17bc6cb-426f-486c-9339-8b8df874da8b,7fafb183-3265-4e7c-b5a9-56f746ff67ca
b5970dc1-a107-4f2f-a307-590061e7a5f3,b98a5bd2-ba74-4677-9058-9a78d581d801
b80b0f7f-1f8c-4cd6-a1cb-d0fb0fe9c84b,cafa8c00-bbc5-41ca-8e9b-ee21dcdb21bc
b8665cdb-2910-49e0-8731-f887e95bf136,ec939e0a-8d11-475d-b691-5579f02e69eb
b8e88d7b-b0af-40d4-b938-c469e940c266,8d1dc3c5-e652-4434-b068-f1a4e7ce17bb
b9477724-9a73-4949-af2b-916c165298fa,07f32e14-2e8a-4b0e-a6b2-0a72cb9346f0
bb524edb-40cc-4442-8bf9-5aa85fefe410,fd18831f-fb79-4a3d-8426-5af517acb7f7
be6d13dd-3abb-41a2-a4d3-baed66047bb5,ba98ef11-56e7-4bac-8be5-4ea05f8857ad
c0c8b5b5-b1f4-400f-8504-99ba6a2c0b60,35584407-ed0d-4b97-ab94-67b4a9a07f26
c1246244-0d25-4aaa-983f-d3d63a07b73d,708bc3cf-ddee-437d-9d6f-e036b3ae67db
c214188f-a2c2-4552-b688-fc8d98120a95,28b4db21-dcc1-4354-962c-f67f69b684a9
c24eea88-37d3-4fb3-a5df-191d36cd08c7,7c8f9b7f-4672-47f0-8ce6-2e6ea3cac7aa
c268d9d8-1189-47bf-b55d-dd4b1a54b3c1,f061a396-73d3-43c7-9c46-6a41a56891b3
c3664479-8650-49ed-8380-491b5e554661,014c46f9-1937-4e2f-9d77-d93a9c1bf9bf
c6ba57d9-3cf6-4722-9556-2e4c3955f142,e5a8d4b7-969a-4d00-97ae-9a6dcf2cb8c1
c70fc4c2-a5ea-42b9-a3a0-f1188d7d74c2,46bf0bdb-7fcb-4286-b71a-39ac371ccf01
c85f3454-cc1d-4edb-b7a8-47e7dd5ead14,c5dfe4c3-de29-4ca3-a603-cb9d60a32377
cabc4215-a7f1-4583-b33a-b3d2b21f74b4,35992834-a976-4adf-90ab-ad7281fbf823
cb3742b3-cba4-466b-bff7-050d862eb718,a1e7af1b-dac3-4e09-9b74-1eaabe3bc906
cd095f87-b828-4596-8606-8d92b6fe1974,cc8a2d9a-2e09-4c48-a420-2f782002d89e
cd095f87-b828-4596-8606-8d92b6fe1974,342de967-97de-44bf-8c7d-1f88da2e87e7
cecbf59e-7449-4bb0-bacb-7d42bedf3765,acca3fea-7bec-4128-b744-b2dedf8acfa6
d32eb12b-007b-496a-bf81-688f4e470c74,5e21604e-eaf7-45ab-886b-58b26269040f
d3bd8074-c0de-44d1-9986-80f00b105b85,50f48b8d-2dba-4402-b644-33f30d9ebb3a
d8864281-12c9-4f61-bd00-3cb448cf7086,758ade48-b0a2-4359-bb94-20a769632ad6
d8ad33b7-3664-4b17-a6ea-6ae945863335,40aca5bb-f731-42c7-9ebc-4c0d2922998c
dabbe9f9-d018-486a-8690-f49c7f2eea3b,2f4405e4-caeb-4117-826c-6445428e59fc
dd0ce588-6e92-45e4-80e7-9c10526f2a98,2ba31f63-e6c0-4c03-ba3c-439fc2f9d4f8
de7df8aa-9f61-44e4-a82e-52f19376859f,85c9f96d-a145-4951-b09d-43f2ede2bbad
dfa84c2f-cc00-4fe2-9974-747818803032,b8392d08-f48c-415a-96f7-64beab4762a1
e11b3de0-d409-482b-a260-b6e2d87ecb31,b03adb1a-9467-42c3-96df-e76fd4bee158
e13a40fd-effd-4bae-8def-ef08401f1d47,b6cc98cc-97d7-4eb9-bee8-c05c3ba8d3cf
e269028a-17a5-4a81-bda0-967f4a5fd174,91100cfe-072b-46e5-a677-96fdb325aac5
e396f454-ce12-4138-953e-9f88e10d8beb,4c619a01-7b0d-4524-a9a0-8202d2a78798
e8bdb33f-3687-4c44-9a90-2a9f02f0a247,d27147ed-e6fa-4635-828d-863488558db8
e90fe5c0-4bcd-4856-98ca-2273a2a5ee72,adba96bb-daa5-4a96-a063-b9416af468f1
e9452df4-8d20-4f1d-b7dc-c68330589e98,e731ff7d-5105-4483-a855-e068a4ef4408
f0322e10-c001-47cf-9454-c329405be602,85b95da0-c63f-42a7-a3f7-5b23a24ad761
f5c73032-12ed-4df8-afa6-fd99c207536f,6a6432e9-545a-4c98-a86b-f4de758b21bb
f5d21bcd-abbd-449e-a624-e1e3b0043b00,945b2e2c-7ed8-4d11-a8f2-1fc56f6cf17c
f645b82b-00c8-4c29-a79d-0d5a6f7c9480,a1e7af1b-dac3-4e09-9b74-1eaabe3bc906
f9e54d96-9aa5-4778-9210-d57a5673ff13,c314fb15-c8ee-4d93-b650-c5ea95f2fe83
fa313285-be49-4ab6-a5cc-fa4f282cec3b,9f809dc9-d5ee-471b-9b06-b30a0f78a856
fdd63b53-89a3-4261-b6f6-171af3fbbcee,2d17c154-c320-48e9-823f-8f0215a7f976
