external_id,name,neighborhood,address,phone,is_active,email,instagram_account,website,long_description
0fd54a5e-3acd-46c1-9c56-a950b47ed848,Nobu,Malibu,"22706 Pacific Coast Highway, Malibu, CA 90265",,,,noburestaurants,https://noburestaurants.com/malibu/nobu-malibu-japanese-restaurant-bar-and-lounge,"In a city with no shortage of great omakase offerings, Nobu’s menu might not jump out as the most exciting, but for what it’s worth, this LA institution was arguably the pioneer behind what now seems like the high end sushi standard. Nobu’s Malibu location is undoubtedly one of the most breathtaking restaurants in the city, perched on a cliff overlooking the Pacific, with warm lighting and minimalist decor befitting a ryokan (which they also just to happen to have next door). It’s undoubtedly a place to see and be seen, but if you’re keen on avoiding the paparazzi they’ve got a private dining room with uninterrupted ocean views that seats up to 30 guests. Weather permitting, the partially covered patio offers seating for 50, with a fireplace providing intimacy and warmth against those ocean breezes. When booked together, the two adjacent spaces can seat 80."
104881eb-4cff-458f-8402-d954252e2050,Falansai,East Williamsburg,"112 Harrison Place, Brooklyn, NY 11237",,,,falansai,https://www.falansai.com/,"Falansai, a Bushwick gem, is owned and operated by Chef Eric Tran, whose menu seamlessly blends Vietnamese and Mexican influences into plates meant for sharing. The family-style dishes and communal tables encourage group dining without sacrificing intimacy. Make a reservation and be charmed by the stylish interior, complete with white brick walls adorned with vintage vinyl records and lush potted plants, which you can use as inspiration for your next apartment. Chef Tran, a veteran of Blue Hill Stone Farm, took over the restaurant in 2020, instilling a menu inspired by Chef Tran's father's style of cooking. Larger plates change frequently, promising a new experience with each reservation."
112c1f0c-91d0-4923-93e6-525e0ff5b167,Le Rock,Midtown East,"45 Rockefeller Plaza, New York, NY 10111",(332) 258-8734,,isabella@lerocknyc.com,lerocknyc,https://www.lerocknyc.com/,"Chef owners Riad Nasr and Lee Hanson - the ex-Balthasar duo behind Tribeca hot spot Frenchette - earned four stars from New York Times critic Pete Wells at Le Rock, bringing their elevated takes on brasserie fare and some much needed downtown energy to a historically snoozy part of town."
15b23b3d-a0c4-43ef-96aa-19653d049095,Parcelle,Lower East Side,"135 Division Street, New York, NY 10002",,,,parcellewine,https://parcellewine.com/pages/135-division,"Online bottle shop Parcelle’s brick and mortar location is tucked behind a hunter green facade with porthole windows just off Dimes Square. After business hours, the store turns into a cozy candlelit wine bar with snazzy vintage furniture and a substantial menu of bar snacks, as well as a selection of dishes honestly described as “food that is hard to eat on the couch.” Should you and a group find yourselves up for the challenge, the space is available for buyouts and can seat up to 65 guests."
17da4f73-04aa-4c84-be09-facc62c8b2f4,Il Buco,NoHo,"51 Bond Street, New York, NY 10003",,,cynthia@ilbuco.com,ilbuconyc,https://ilbuco.com/,"For more than 25 years, Donna Lenard and Alberto Avalle’s flagship eatery has lured diners to Bond Street for an eclectic Mediterranean menu of Italian and Spanish farmhouse cuisine, served in a romantic space decked out with rustic antiques."
1a703994-0551-4be5-a153-a7fe574102db,Redbird,Downtown,"114 E 2nd Street, Los Angeles, California 90012",(213) 788-1191,,,redbirdla,https://redbird.la,"Nestled within a historic church, Redbird stands as the embodiment of cool in downtown LA. The restaurant boasts an exciting menu of modern American cuisine designed for sharing, and a welcoming atmosphere suitable for almost every occasion in your life. Each of the private spaces takes on a distinctive design identity, and many feature their own private kitchens, making them the perfect setting for cooking classes, cocktail demonstrations, and exclusive experiences with Chef Neal Fraser. Be sure not to miss the creative cocktails by the renowned bar duo Julian Cox and Tobin Shea. Additionally, sommelier Ben Teig has thoughtfully curated an eclectic wine list, with a special focus on selections from Burgundy, Bordeaux, and California."
1aa8d3b7-12df-4dcb-9c28-be1784f6baf6,Cosme,Flatiron,"35 E 21st Street, New York, NY 10010",(917) 378-9138,,privatedining@cosmenyc.com,cosmenyc,https://www.cosmenyc.com/,"Mexico City chef Enrique Olvera’s first foray into New York offers his take on contemporary Mexican cuisine, in a minimalist space characterized by a comfortably utilitarian aesthetic. While Cosme is clearly rooted in Mexico, both the menu and the design choices occasionally gesture to Japan - concrete floors and light blonde woods are complemented by weighty stoneware and ceramics, alongside black and white wall art and thoughtfully pared-back florals. The beverage program from Yana Volfson showcases Mexican distillates in cocktails both unconventional and familiar, including some of the best margaritas the city has to offer."
1d70cf7a-59d6-4ac3-b087-c403ef4a1a7b,The Piano Room,Chelsea,"222 West 23rd Street, New York, NY 10011",(212) 483-1010,,,hotelchelsea,https://hotelchelsea.com/,"Nestled within the historic Chelsea Hotel, The Piano Room exudes an old-school artistic charm, illuminated by the warm glow of vintage lamps. A Baby Grand takes center stage amid a space that has famously seen the likes of Bob Dylan, Jackson Pollock, Andy Warhol, and Patti Smith, to name a few.  Mismatched custom chairs and plush sofas provide ample space for lounging for up to 75 guests. The piano room has its own private entrance and fun-filled Solarium attached, making it the perfect timeless escape for a classy cocktail soiree."
20f41a13-d2b3-408b-87a1-1568ef6e5505,Altro Paradiso,SoHo,"234 Spring Street, New York, NY 10013",(646) 952-0828,,,altroparadiso,https://www.altroparadiso.com,"This Italian cafe from chef Ignacio Mattos offers a seasonal menu of ingredient-driven antipasti and excellent housemade pastas, alongside a small but frequently changing selection of meat and fish secondi. While the food and aesthetic both draw from Estela’s signature understated elegance, the space itself is considerably larger, with high ceilings and windows peering out onto Sixth Avenue."
22455a36-a3b3-4a10-a872-a2b03c56d4d2,Alta Adams,West Adams,"5259 West Adams Boulevard, Los Angeles, CA 90016",,,,altarestaurant,https://altaadams.com/,"Chefs Keith Corbin and Daniel Patterson first met at LocoL, an experimental concept in Watts with Roy Choi, then cooked together at the Alta Group in the Bay Area, before opening Alta Adams. The duo has drawn diners from across the city to historic West Adams for a highly personal take on soul food, examining the connections between traditional West African dishes and California cuisine. Groups of up to eighteen guests can enjoy an intimate dinner in the adjacent wine shop, while buyouts of the main dining room can accommodate up to 40. If you’re looking to dine outdoors, the vine-covered back patio can be arranged with seating for up to 50, or a “half seated” layout for 30 guests with a dedicated standing area for cocktails."
2392cefd-8f5a-41a0-b7d6-ab6b8dc82e2e,République,Mid-City,"624 S La Brea Avenue, Los Angeles, CA 90036",,,,republiquecafebakery,https://republiquela.com/,"Celebrated husband and wife chef duo Walter and Margarita Manzke have transformed the famed Mid City building that once housed La Brea Bakery and Campanile into a bastion of modern French cooking. République incorporates a casual bakery, café, and bar in the front of the space, including a soaring central nave with a glass ceiling and neo-gothic detailing, as well as a more formal dining area in the rear. Most of the spaces can be rented or combined for private events to suit your partie’s size and needs. The alcove is the smallest space, perched above the main dining room, with seating for up to eight guests. The left bank, an intimate room upstairs for groups seeking total privacy, features an exposed brick wall on one side and a glass-walled wine cellar on the other, with a single long wooden table that seats up to eighteen. The right bank, a semi-private area overlooking the main dining room, seats up to 36 guests at three side by side tables. The main dining room accommodates up to 68 guests seated, while a full buyout of the space offers seating for 154."
2703d5f1-c846-400a-9215-b14bacd34de4,Genghis Cohen,Fairfax,"740 N Fairfax Avenue, Los Angeles, CA 90046",,,,genghiscohenla,https://www.genghiscohen.com/,"Since 1983, this Fairfax District staple founded by music producer Allan Rinde has delighted Angelenos with NYC-style Chinese food, live tunes, and so-called “Foo Foo” drinks - think Szechuan margaritas with yuzu, thai basil, and green chile, and lychee martinis with coconut oil infused vodka, to name just a couple. The main dining room is awash in red and black, with paper lanterns hanging from the ceiling, plush leather booths, and marble lazy Susans for easy family-style feasting. The adjacent banquet hall accommodates 50 seated."
2751ca74-bfd3-4856-bf4d-d58ccb9cb0ff,Lise & Vito,Greenpoint,"126A Nassau Avenue, Brooklyn, NY 11222",,,,liseandvito,https://www.liseandvito.com/,"Owner Brittany Myrick named this slightly psychedelic Greenpoint natural wine bar after her favorite regulars she encountered while working as the sommelier at Roberta’s. Much like the bottles she stocks, the space is funky, with green velvet seating, a pink terrazzo bar, and Flavin-esque neon lighting. In addition to their wines (including a substantial selection of vermouth and sherry), Lise e Vito also offers a tight menu of draft cocktails and spritz, plus Solid Wiggles jello shots, nonalcoholic options aplenty, and tinned fish - in other words, it's the type of new Greenpoint spot we’re actually excited about. The bar can host events for up to 55 guests."
27af5d2f-8dd8-4fbf-86b6-c2032cf6ed39,Overstory,FiDi,"70 Pine Street, 64th Floor, New York, NY 10005",(212) 339-3963,,,overstory,https://www.overstory-nyc.com/,"Located at the landmarked 70 Pine Street, Overstory is a contemporary cocktail bar from the team behind Chef James Kent’s Two Michelin starred Saga. A travertine guides guests from the restaurant on the 63rd floor to the bar on the 64th, a sleek and understated space with blonde woods and minimal ambient lighting, with prime views of the surrounding city through the windows and wraparound terrace. Aside from the impressive digs, the thoughtfully composed yet easy to drink cocktails (including impressive nonalcoholic offerings) by bar director Harrison Ginsberg and attentive service earned Overstory a spot on the 2023 World’s 50 Best Bars List. If you’re seeking a spot to sip in the height of luxury with up to 60 guests, this is undoubtedly your best bet."
2aeb546c-3f4b-4b11-b517-439b3d19619c,A.O.C.,Hollywood,"8700 West 3rd Street, Los Angeles, CA 90048",,,,aocla,https://www.aocwinebar.com/,"Chef Suzanne Goin has made a name for herself with easy yet elegant seasonal California cooking, working under fellow Golden State icons like Alice Waters and Mark Peel before opening her first restaurant, Lucques, in 1998. At A.O.C., her beloved West Hollywood wine bar, the effortlessly chic cooking is perfectly matched by a beautifully homey atmosphere, including a main dining room replete with hefty dark wooden beams and a rustic fireplace, as well as an adjacent vine-wrapped garden accented with laurel trees. Parties of up to 40 guests can enjoy an intimate seated dinner in the wine room, which features original wood paneling and a glimpse of the wine collection, as well as patios overlooking the garden. For larger affairs, the garden can seat up to accommodate up to 70 seated guests, while the main dining room offers space for 120."
2e3cb473-8499-42af-a9f5-1b7830a1e6dc,Chong Qing Lao Zao,Downtown Flushing,"37-04 Prince St, Flushing, NY 11354",(917)-563-7171,,,chongqinglaozao,https://www.chongqinglaozao.com/,"Flushing certainly doesn't lack for solid hot pot joints, but Chongqing Lao Zao offers the coveted combo of unabashedly flavorful cooking and fantastic decor inspired by pre-Mao village life in Sichuan, replete with warm lantern lights and wooden detailing. Pick a ma la rich broth or two - we're partial to the beef tallow, presented in a nine-gridded pot - and load up your table with meats, seafood, and vegetables to suit every guest's taste. Pair with housemade rose wine or baijiu and you've got yourself the makings of a proper Chonqing-style turn up."
3235c333-696d-4e15-9415-6ef0a62d1974,The Rose Venice - CLOSED,Venice,"220 Rose Avenue, Venice, California 90291",(310) 399-0711,FALSE,,therosevenice,https://therosevenice.la,"Whether you’re looking for an elevated location for brunch, lunch or dinner, The Rose Venice has you covered. For 36 years, this boho-chic eatery has offered a reliable menu and a relaxed, spacious vibe, including a full market and bakery, coffee bar, and cocktail bar, alongside indoor and outdoor dining spaces. The restaurant’s unique layout allows for many different options private dining. For outdoor parties, the East Rose Avenue patio and Upper Deck of the Beer Garden each offer seating for 20, while the Rose Avenue patio fits 28 seated and the full Beer Garden sits 50. The main dining room can be bought out in part, offering semi-private space for 80 seated, while a full buyout affords seating for 200."
38d89040-e7e2-436d-88cf-8c8311fc7836,Bar Meridian - CLOSED,Prospect Heights,"406 Prospect Place, Brooklyn, NY 11238",,FALSE,,bar_meridian_nyc,https://www.barmeridian.com/,"This modern corner bar in Prospect Heights is the first solo project from Sage Geyer, an alum of Union Pool and Kinfolk 94. Unlike his previous spots, it’s not really a place to turn up, but that’s not to say you won’t have a great time. Excellent cocktails, a regular jukebox happy hour, and the delicious menu of elevated bar fare - think bologna sandwiches and the fan-favorite day old spaghetti - keep the seats filled both indoors and outdoors, in a neighborhood that’s not necessarily known for nightlife. The interior is dominated by a large, horseshoe shaped bar surrounded by cozy leather booths, while the patio extends additional seating onto a quiet stretch of Grand Avenue. Bar Meridian accommodates parties of up to 40, and can pre-batch cocktails as you’d like for a special welcome touch."
3aae77c1-d661-4f0a-91cf-c5f622f68f4d,Botanica,Silverlake,"1620 Silver Lake Boulevard, Los Angeles, CA 90026",(323) 522-6106,,,botanicafood,https://botanicamag.com/events/,"Tucked along a picturesque stretch of Silverlake Boulevard with a not-so-picturesque parking situation lies the charming all-day restaurant and market, Botanica. Owners Emily Fiffer and Heather Sperling opened this neighborhood gem in 2017, which quickly gained acclaim for their seasonal, Mediterranean-inspired dishes crafted from local eggs, fruits, vegetables, and house-made specials such as labneh and spices. Beyond its visually appealing aesthetics, the dishes at Botanica showcase complex compositions, highlighting the creativity beyond just a pretty plate. The plant-filled back-patio seating up to 34 people is an idyllic setting to sip on one of their natural-leaning wines for your next birthday party, team event, or bridal shower. The Botanica team offers to work with you to craft a customized menu and their in-house florist promises to build out bouquets aligned with your event’s vision. Additionally for larger gatherings, the side patio hosts 45 and the interior dining room seats 32."
3d6bf4e5-8187-4b81-9e44-20b5d36ab3c0,Rule of Thirds,Greenpoint,"171 Banker Street, Brooklyn, NY 11222",(347) 334-6684,,,thirdsbk,https://www.thirdsbk.com/,"This sprawling restaurant from Sunday Hospitality offers creative takes on izakaya fare, from a seasonal selection of binchotan skewers, to a three course Buddhist duck feast, alongside a thoughtful beverage program with inventive cocktails and an extensive menu of sake, wine, and shochu."
3e15ce82-d220-4633-bda2-799aee22f0b0,Dama,Downtown,"612 E 11th Street, Los Angeles, CA 90015",,,,damafashiondistrict,https://damafashiondistrict.com/,"The group behind Scopa Italian Roots and Black Market Liquor Bar has transformed the former Pacific Banana Co. building in the fashion district into a lush tropical oasis. The sprawling venue offers a variety of spaces indoor and outdoor to enjoy Chef Antonia Lofaso’s island-hopping menu inspired by the Caribbean and Latin American cooking, as well as a festive classic meets tiki cocktail program by Pablo Moix. Three covered terraces of differing size offer varied degrees of seclusion, in addition to an al fresco patio and buyout options for larger parties."
3ee42447-acfa-4f13-bf3a-e8dfeadfaf57,Barbetta,Midtown West,"321 W 46th Street, New York, NY 10036",(212) 246-9171,,,barbettarestaurant,https://barbettarestaurant.com/,"Since 1906, this landmarked brownstone on Restaurant Row has served both traditional Piedmontese and American cuisine, with a hefty Italian-leaning wine list that’s been praised by Wine Spectator."
3efe1311-49c0-4720-9bac-741ae6179cbd,Jac's On Bond,NoHo,"26 Bond Street, New York, NY 10012",,,,jacsonbondny,https://www.jacsonbond.com/,"Tucked beneath an historic 1830s townhouse a couple steps off the cobblestones, Jac’s On Bond is the newest neighborhood hangout from the team behind Ray’s and Pebble Bar. Drawing inspiration from 90s haunts, Jac’s is neither a bar nor a club; it’s an inviting space with amber lighting and cozy booths where one can be guaranteed an expertly-made cocktail, an impressive bite, and a good time. Come for a caprese martini and stay for a round of pool or two; enjoy a menu of craveable, elevated bar snacks by Jeremiah Stone and Fabián von Hauske. The private room at the back of the space seats up to 36 guests at two long tables."
3f8841d0-6054-44af-a68d-56155ab9f253,June Wine Bar,Boerum Hill,"231 Court Street, Brooklyn, NY 11201",(917) 909-0434,,,junewinebk,https://www.junebk.com/,"Channeling a bit of 1920’s Paris in central Brooklyn, this Court Street favorite self-identifies as the borough’s first natural wine bar, offering sulfite-free, low to no intervention pours and market-driven small plates in the heart of Cobble Hill since 2015. The wine list, curated by wine director Benjamin Foley,  leans toward French and progressive American winemakers, but with 500+ bottles there’s arguably something to please every palate (including some knockout affordable options). One side of the main space is dominated by a Brescian marble bar, while the opposite side features custom oak banquettes and alabaster tables, separated by elegant stained glass panels. Furnishings can easily be arranged for casual standing events, comfortably accommodating 30 guests. Alternatively, groups of up to 25 can book the patio,  which features a glass lean-to roof - canvas panels and infrared heat lamps can fully enclose the space during the cooler months."
41a667d1-b214-4df8-ad96-afe2c0dc8c35,Tatiana,Lincoln Center,"10 Lincoln Center Plaza, New York, NY 10023",(212) 875-5222,,chrissy@tatiananyc.com ,tatianabychefkwame,https://www.tatiananyc.com/,"Named after the Bronx native chef’s sister, Kwame Onwuachi’s latest restaurant in David Geffen Hall is a deeply personal project. An ode to essential parts and populations of New York not often celebrated in fine dining spaces (let alone at Lincoln Center), Tatiana serves an ambitious menu inspired by the chef’s own Afro-Caribbean heritage and experience growing up in the city, complemented by a lively playlist of Hip-Hop and R&B."
427f8bd2-c267-48ba-a3c7-98fb6540c69a,Waverly Inn,Greenwich Village,"16 Bank Street, New York, NY 10014",(917) 828-1154,,,#N/A,https://www.waverlynyc.com/,"For better or for worse, The Waverly Inn of today is no longer the buzzy semi-private dining club frequented by owner and former Vanity Fair editor Graydon Carter and his cronies. The menu of middling bistro fare is decent if not especially memorable, despite claims from one loud mouthed former president that it serves “the worst food in the city.” Even without the rotating door of celebrity patrons, the space maintains an air of glamor and downtown charm, due in part to a room-length mural of local West Village personalities."
435d4879-0803-460a-9adf-df12b40aede1,al Badawi,Cobble Hill,"151 Atlantic Avenue, Brooklyn, NY 11201",,,,albadawi,https://www.albadawinyc.com/,"Owned by the same family behind cult favorite shawarma joint Ayat, this lively restaurant on Atlantic Avenue offers abundant platters of homestyle Palestinian fare. The mezze filistini platter, a colorful spread of cooling salads and dips served with pitas fresh from the oven, could be a meal in and of itself, but there are so many jewels on this menu that over ordering is almost inevitable. The shawarma is unsurprisingly delicious, but don't sleep on the pistachio and cheese flatbreads, sumac-scented msakhan, or mansaf, a rich stew of lamb finished with fermented yogurt sauce and slivered almonds; order ambitiously and enjoy leftovers in the days to come. Oh, and did we mention it's BYO?"
44e6b68e-ebdc-47ca-9cdf-b3393d182193,ZZ's Clam Bar,Greenwich Village,"169 Thompson Street, New York, NY 10012",,,,zzsclambar,https://zzsclambar.com/,"Major Food Group’s most intimate venue, located a few doors down from the ever bustling Carbone, presently serves an abbreviated menu of cold and raw bar items, but for buyouts, the space can serve as a private dining room for up to fourteen guests, complete with its own entrance and restroom. Diners will enjoy an abundant family-style menu primarily from Carbone’s kitchen, with a few ZZ’s favorites thrown in as well."
45093ee7-2145-4060-b0ed-f42a0212ffea,Elephante,Santa Monica,"1332 2nd Street Rooftop, Santa Monica, CA 90401",,,,elephante,https://www.elephantela.com/,"Just a couple blocks from the beach, this downtown indoor-outdoor Santa Monica rooftop offers refreshing if expensive cocktails and a sizable wine list alongside an all-day menu of familiar Italian dishes. It’s hardly the most memorable take on small plates, pizzas, and pastas you’ll find on the west side, but you’ll enjoy pristine ocean views and sexy Mediterranean design (all the more swoon worthy after a couple of those cocktails). Groups of up sixteen can book the semi-private balcony with an ocean view. The cactus garden room is a quieter option with a glowing fireplace and seating for 30, but if we were you, we’d spring for the private ocean room instead, which seats 44."
459fc4d7-e1a8-4196-be1c-aea03662d4bd,Gwen,Hollywood,"6600 Sunset Boulevard, Los Angeles, CA 90028",,,,gwenla,https://www.gwenla.com/,"Chef Curtis Stone’s second project in the heart of Hollywood is Gwen, a butcher shop and elegant Michelin-starred restaurant he runs in partnership with his brother Luke. Showcasing old world traditions and open fire cooking, Gwen is an homage to the pair’s maternal grandmother, who lived on a farm outside of Melbourne."
46da408d-cdc0-4983-87fe-bb707ecd9f66,Openaire,Koreatown,"3515 Wilshire Boulevard, Los Angeles, CA 90010",,,,openaire_la,https://www.thelinehotel.com/los-angeles/restaurants-bars/openaire/,"Native Angeleno and two Michelin-star chef Josiah Citrin has taken over the kitchen at Openaire, a greenhouse and tented garden oasis with baskets of fragrant plants and abundant sunlight on the second floor terrace of the LINE hotel. His menu celebrates California bounty and the diversity of culinary influences across Los Angeles, with an ambitious variety of dishes served all day especially impressive for a hotel restaurant. Opposite the Openaire greenhouse by the pool deck is a private outdoor gathering space that seats up to 50. A full restaurant buyout provides seating for 110."
4759f9b4-1b2b-419b-95a8-1dff0b5a9edd,Rustic Canyon ,Santa Monica,"1119 Wilshire Boulevard, Santa Monica, California 90401",(310) 393-7050,,,rusticcanyon,https://rusticcanyonrestaurant.com,"From the get-go, chef/owner Josh Loeb of Rustic Canyon wanted to create a restaurant that kept community in mind. The dream was for the space to feel cozy without sacrificing craft. His beloved restaurant was born from this vision, offering a menu that's eclectic and comforting, showcasing the best of California’s seasonal ingredients. Nowadays, the kitchen is helmed by the talented Zarah Khan, the first female chef to lead the culinary team since its opening in 2006. The 300+ bottle wine list, curated by Kathryn Coker, celebrates smaller producers whose focus is on soil health and chemical-free processes. Private parties of up to 40 guests can enjoy a seated dinner on the back patio, while a full buyout (including the main dining room, sidewalk, and back patios) accommodates up to 120."
4798b2bf-bce4-4ca4-a062-2a17722b9836,Pebble Bar,Midtown,"67 W 49th Street, New York, NY 10112",,FALSE,,pebblebarnyc,https://www.pebblebarnyc.com/,"For a true blend of old-school and modern New York, consider celebrating at Pebble Bar, a sprawling four-storey project in Rockefeller Center. Previously a bar called Hurley's, the space was once a retreat for TV's late-night hosts, earning the moniker ""Studio 1-H"" from Saturday Night Live cast and crew members, and incorporating a secret entrance for Johnny Carson. If you're looking for a more exclusive area to mingle with your crew, check out Johnny's, the fourth-floor private event space paying homage to Carson. Accessible only by elevator, Johnny's features an intimate corner bar with a view of 6th Avenue, a versatile space for live music, screenings, and more."
4b90147a-ba68-4d96-8d32-e0e4388a50c4,Saga,Financial District,"70 Pine Street 63rd Floor, New York, NY 10005",,,,saga_nyc,https://www.saga-nyc.com/,"James Kent’s fine dining venture at 70 Pine Street, perched some sixty stories above Crown Shy, offers an extravagant tasting menu with sweeping skyline views befitting a C-suite (The space did in fact previously serve as the clubhouse for AIG’s executive team)."
4c476ab6-3383-4f97-8b49-511aad9f157a,Frankies 457 Sputino,Carroll Gardens,"457 Court Street, Brooklyn, NY 11231",+1 718-403-0033,,,frankiesspuntino,https://www.frankiesspuntino.com/,"Serving Carroll Gardens for more than twenty years, this neighborhood joint from Frank Falcinelli and Frank Castronovo (commonly known as simply “The Franks”) has become a bonafide dining destination, offering a hearty menu of family style Italian American dishes in a homey atmosphere."
